"4700","27"
"4800","63"
"4900","84"
"5000","60"
"5100","33"
"5200","88"
"5300","48"
"5342","1"
"5400","52"
"5500","82"
"5575","1"
"5590","1"
"5594","1"
"5600","53"
"5601","2"
"5602","1"
"5612","1"
"5613","1"
"5623","1"
"5624","1"
"5633","1"
"5638","1"
"5647","1"
"5669","3"
"5680","1"
"5682","1"
"5700","77"
"5723","1"
"5800","83"
"5900","78"
"6000","63"
"6050","1"
"6100","77"
"6200","100"
"6220","1"
"6300","49"
"6400","47"
"6500","54"
"6570","1"
"6600","70"
"6640","1"
"6650","2"
"6700","41"
"6760","1"
"6780","1"
"6790","2"
"6800","96"
"6820","1"
"6900","67"
"7000","63"
"7100","64"
"7200","100"
"7300","51"
"7400","95"
"7500","48"
"7530","1"
"7600","55"
"7700","91"
"7800","92"
"7900","143"
"8000","85"
"8050","1"
"8100","58"
"8200","59"
"8300","74"
"8320","1"
"8400","145"
"8470","2"
"8480","1"
"8500","79"
"8520","2"
"8560","1"
"8600","144"
"8660","2"
"8700","94"
"8730","1"
"8760","1"
"8770","1"
"8800","76"
"8840","1"
"8850","1"
"8880","1"
"8890","1"
"8900","93"
"8920","1"
"8940","2"
"8960","2"
"8970","1"
"8980","1"
"8990","1"
"9000","120"
"9020","2"
"9030","2"
"9040","3"
"9050","1"
"9060","1"
"9080","2"
"9090","2"
"9100","128"
"9103","1"
"9120","3"
"9130","6"
"9140","2"
"9180","1"
"9200","110"
"9210","1"
"9220","3"
"9300","163"
"9400","76"
"9500","150"
"9600","91"
"9700","97"
"9750","1"
"9800","151"
"9900","220"
